cleaned_text,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC
"Lengkap dan banyak variasi busana yang di tawarkan,..",1,0,0,0,0,0,0,0,0,0,0,0,0
"biasa cari pot disini, untuk yg sedang polos bisa 10rb per pcs , daerah belakang recomen",1,0,0,1,0,0,0,0,0,0,0,0,0
Chinatown in Jogja,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cari gerabah ya di kasongan, cuman bagi wisatawan dr luar jogja juga harus pinter nawar barang. Cari saja literatur di internet.",0,0,0,0,0,1,0,0,0,0,0,0,1
"Memiliki koleksi besar barang-barang tradisional unik yang bisa Anda beli sebagai suvenir. Batik, pakaian tradisional, perhiasan perak, keris, dan lain-lain tersedia di sini. Suasananya bagus. Agak mahal, tetapi sebanding dengan kualitasnya.",1,0,0,1,0,0,1,0,0,0,0,0,0
Aneka kerajinan gerabah terlengkap ada di sini. Berada di sepanjang jalan raya kasongan,1,0,0,0,0,0,0,0,0,0,0,0,0
Barang-barangnya bagus dan berkelas seni tinggi.,1,0,0,0,0,0,0,0,0,0,0,0,0
Di sini pusatnya gerabah2 di Jogja..banyak banget barang2 yg dibuat dan dijual di sini.. Mulai dr pot dengan berbagai macam bentuk dan fungsi.. ...,1,0,0,0,0,0,0,0,0,0,0,0,0
Harga sangat sesuai,0,0,0,1,0,0,0,0,0,0,0,0,0
"Bagi yang sedang mencari kerajinan tembaga, seperti lampu hias,kaligrafi, dan hiasan dinding lain bisa mampir ke tempat ini.. tempatnya agak masuk ke perkampungan, parkir luas.",1,0,0,0,0,0,1,0,0,0,0,0,0
Komplit dan josss,1,0,0,0,0,0,0,0,0,0,0,0,0
pusat kerajinan bantul,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bagus, ada souvenir dr gerabah dll",1,0,0,0,0,0,0,0,0,0,0,0,0
It's a good local product should be agressively promoted by local government,1,0,0,0,0,0,0,0,0,1,0,0,0
"Kampung ketandan kampung chinanya Jogja, di sini ada beberapa toko yang dapat dijadikan spot berfoto yang sangat instagramable ...",0,0,0,0,0,0,0,0,0,0,0,0,1
"Mantap. Adem ayem. Mau cari gerabah apapun disini adaa. Harga jelas murah karena langsung dari produsennya. Banyak yg menyediakan pelatihan membuat gerabah. Tempat makan dan tempat nongkrong disini banyak, harganya murah meriah. Akomodasi ...",1,0,0,1,0,0,1,0,0,0,0,0,0
Sering banget lewat tapi baru sempat mampir. Beli baju katun lurik di sini. Suasana toko syahdu. Staf toko semua informatif dan helpful. Pembayaran non tunai bisa pakai QRIS.,1,0,0,0,0,0,1,0,0,1,0,0,0
"Sudah beberapa kali pesan disini, kualitasnya bagus. Pengerjaan halus dan detail, mantab",1,0,0,0,0,0,1,0,0,0,0,0,0
"Tempat yang indah sekali, suka banget!",0,0,0,0,0,0,1,0,0,0,0,0,0
"Tempatnya sangat lengkap, banyak koleksi barang antik, sangat terlihat kultur jogjanya, tapi sayang harganya agak mahal",1,0,0,0,1,0,1,0,0,0,0,0,0
Banyak perabotan yang kece-kece tapi harus pinter-pinter nawar ya ...,1,0,0,0,0,1,0,0,0,0,0,0,0
kerajinan tembaga kuningan klasik mewah semua ada disini,1,0,0,0,0,0,0,0,0,0,0,0,0
"Buat yg lg maen ke jogja, bs mampir kesini buat cari oleh oleh. Lumayan lengkap dan bervariasi. Dari baju sampai makanan khas jogja tersedia disini.",1,0,0,0,0,0,0,0,0,0,0,0,0
Tempatnya teduh nyaman damai...,0,0,0,0,0,0,1,0,0,0,0,0,0
Pesanan sesuai dengan gambar,1,0,0,0,0,0,0,0,0,0,0,0,0
"Berharap lebih di sini, tapi kenyataannya tidak sesuai",0,0,0,0,0,0,0,0,0,0,0,0,1
Di sini pusatnya gerabah2 di Jogja..banyak banget barang2 yg dibuat dan dijual di sini.. Mulai dr pot dengan berbagai macam bentuk dan fungsi.. ...,1,0,0,0,0,0,0,0,0,0,0,0,0
Buat ngisi interior rumah bagus2 barang nya..cuma parkirnya sempit di beberapa titik,1,0,0,0,0,0,0,1,0,0,0,0,0
sangat rekomendasi ...,0,0,0,0,0,0,0,0,0,1,0,0,0
Make my day,0,0,0,0,0,0,0,0,0,0,0,0,1
Unik. Eksotis. Art centre. Lingkungan pedesaan yg asri.,1,0,0,0,0,0,1,0,0,0,0,0,0
Banyak pilihan tapi u menengah ke atas,1,0,0,0,0,0,0,0,0,0,0,0,0
kerajinan tembaga Kuningan yang mempunyai layanan sangat bagus. Sesuai harapan trims,1,0,0,0,0,0,1,0,0,0,0,0,0
Lengkap bgt kalo mau nyari perlengkapan buat nikah disini,0,0,0,0,0,0,0,0,0,1,0,0,0
"koleksi kebaya lengkap, tempatnya luas, ada parkiran mobil. Wajib dikunjungin klo ke Jogja!",1,0,0,0,0,0,1,0,0,1,0,0,0
Produknya benar2 legenda. Macam ragam penyampaiannya dalam budaya Jawa.,1,0,0,0,0,0,0,0,0,0,0,0,0
Surga buat belanja kerajinan,1,0,0,0,0,0,1,0,0,0,0,0,0
"Koleksinya paling komplit, dan pelayanan memuaskan ...",1,0,0,0,0,0,0,0,0,0,0,0,0
Lampu nabawinya baguuss,1,0,0,0,0,0,0,0,0,0,0,0,0
Kalau butuh hiasa rumah aku selalu ke sini pilihannya lengkap. Kualitas bagus. Dan harga sesuai.,1,0,0,1,0,0,0,0,0,0,0,0,0
Menarik kalau malam hari. Apalagi pas imlek..,1,0,0,0,0,0,0,0,0,0,0,0,0
The right place for ordering sculptures,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pelayanan cepat, dapet gift cantik, barang unik",1,0,0,0,0,0,1,0,0,0,0,0,0
Banyak sekali pilihan karyanya yang bisa dibeli,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerajinan anyaman rotan untuk meubel sangat bagus n kwalitas export,1,0,0,0,0,0,0,0,0,0,0,0,0
Yuda Art Design adalah home industri yg berkualitas dalam pengerjaannya dan materialnya. Terus berkarya jaga kualitas ...,1,0,0,0,0,0,0,0,0,0,0,0,0
Meet chinese atmosphere here.. Buildings are old and authentic..,1,0,0,0,0,0,1,0,0,0,0,0,0
"Indah. Bagus banget buat jalan"" sama nyari foto",1,0,0,0,0,0,0,0,0,0,0,0,0
Wisata tengah kota yang terletak di mailoboro,0,0,0,0,0,0,0,0,0,0,0,0,1
Beragam pilihan kerajinan tangan berkualitas baik.,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kemasan sebagai Desa Wisata agak kurang menarik, produk asli lokal ""gerabah"" mulai tergeser perlahan dengan produk kayu dll.",0,1,0,0,0,0,0,1,0,0,0,0,0
"jarik wiron Kakung putri yg sudah jadi bagus dan serego dengan kualitasnya. ramah. info yg melayani, bisa juga jahitkan kebaya/jarik disini. Langganan untuk oleh2 teman dari mancanegara",1,0,0,1,0,0,1,0,0,0,0,1,0
"Tempat industri kerajinan kuningan yg recommended, saya membuat kerajinan lampu Nabawi kuningan disini dan hasilnya memuaskan",1,0,0,0,0,0,0,0,0,0,0,0,0
Lengkap untuk pencarian barang seni,1,0,0,0,0,0,0,0,0,0,0,0,0
Lengkap utk mencari keperluan baju jawa,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bagus banget buat yang seneng foto2 atau sekedar penikmat hidangan khas dari negeri tirai bambu yang sudah dipadukan dengan lidah orang Indonesia. Datanglah ketika ada perayaan Imlek, karena suasananya kental dengan budaya orang Tionghoa, ...",0,0,0,0,0,0,0,0,0,0,0,0,1
Sangat menyenangkan!! Belajar hal baru yang skrg udah ga bs di dapat di sekolah ataupun tempat main kita..,1,0,0,0,0,0,1,0,0,0,0,0,0
Love it ...,0,0,0,0,0,0,0,0,0,0,0,0,1
"pelayanan ramah , tempatnya nyaman & tentunya harga terjangkau ...",0,0,0,1,0,0,1,0,0,0,0,0,0
Tempat mencari busana adat jawa dengan kualitas bagus.,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jika ada butuh pernak pernik apapun dari bros sampai keris, bahkan patung. Silakan berkunjung kesini Lengkap",1,0,0,0,0,0,0,0,0,0,0,0,0
"Banyak toko yang menjual barang dekorasi rumah, sayang jalannya banyak yang berlubang",1,0,0,0,0,0,1,1,0,0,0,0,0
"Ke sini karena nyari surjan buat Kemis Paingan anak2. Koleksi banyak, warnanya macem2. Lengkap, jadi sekalian beli jarik, selop, dan blangkonnya. Gak ketinggalan, tempat naruh blangkon biar gak rusak bentuknya.",1,0,0,0,0,0,0,0,0,0,0,0,1
"Waw keren banget nih, kerajinan yang di buat sangat berkualitas tinggi dan ini rekomendasi banget sumpahhh emang sedetail itu pengerjaan nya",1,0,0,0,0,0,0,0,0,0,0,0,0
Benar2 tempatnya mencari membeli gerabah dan home decoration...,1,0,0,0,0,0,0,0,0,0,0,0,0
"Acara setahun sekali merayakan tahun baru imlek (cap go meh). Banyak tontonan, banyak jajanan juga baik yang halal maupun B2",0,0,0,0,0,0,0,0,0,0,0,0,1
Bagus dan menarik,1,0,0,0,0,0,0,0,0,0,0,0,0
Toko busana jawa terlengkap....,1,0,0,0,0,0,0,0,0,0,0,0,0
cocok kalau lagi mencari kerajinan dan kebudayaan Jawa ...,1,0,0,0,0,0,0,0,0,0,0,0,0
"central kerajinan logam tembaga, kuningan yang terpercaya",1,0,0,0,0,0,0,0,0,0,0,0,0
Wisata Gerabah lengkap,1,0,0,0,0,0,0,0,0,0,0,0,0
"tempat paling direkomendasikan untuk membuat tembaga dan Kuningan ,untuk pegawainya baik sopan dan hebat",1,0,0,0,0,0,1,0,0,0,0,0,0
Pengrajin Tembaga Boyolali owner paling muda sesssss,1,0,0,0,0,0,1,0,0,0,0,0,0
Koleksi dagangan sangat beragam....harga bersaing dan karyawannya ramah2,1,0,0,0,0,1,1,0,0,0,0,0,0
pingin murah ke sitepat aja ...,0,0,0,0,0,0,0,0,0,1,0,0,0
Barang-barangnya bagus dan berkelas seni tinggi.,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kerajinan pembuatan ornamen masjid ,seperti kubah ,lampu gantung,dengan bahan Kuningan &Tembaga ,dengan kualitas TOP Menjadikan Masjid menjadi lebih mewah ...",1,0,0,0,0,0,0,0,0,0,0,0,0
Kesini jauh2 dan udah sore dan macet. Baru liat2 bentar... Ee jam 17.00 dah pada tutup. Sayangnya gak buka sampe malam... Sayang banget!,0,0,0,0,0,0,0,1,0,0,0,0,0
"Pelayanya ramah ramah, barangnya juga sesuai dengan harga matur nuwun",1,0,0,1,0,0,1,0,0,0,0,0,0
Banyak tersedia benda2 kerajinan dari gerabah maupun bahan alam lain. Sangat bagus untuk dekorasi interior maupun eksterior. Harga sesuai dengan jenis produk.... ada yg murah juga yang mahal.,1,0,0,0,0,1,0,0,0,0,0,0,0
Bener bener desa wisata untuk kerajinan grabah...,1,0,0,0,0,0,1,0,0,0,0,0,0
"Bisa dibilang tempat ini seperti museum, tapi Anda juga bisa membeli barang di sini. Koleksi mereka luar biasa dan mereka juga punya studio foto jika Anda tertarik.",1,0,0,0,0,0,1,0,0,0,0,0,0
"Buat yang kejogja dan suka dengan kerajinan tangannnn wajib banget dateng kesini, murah murah.",1,0,0,1,0,0,0,0,0,1,0,0,0
"Toko yang lengkap, suasana jogjanya sangat mendukung",1,0,0,0,0,0,1,0,0,0,0,0,0
"Padat oleh penduduk dan wisatawan, disini juga bisa dibilang jantung kota karna sangat ramai dan dekat dengan pasar serta objek wisata",0,0,0,0,0,0,0,0,0,0,0,0,1
"Sipp.. lumayan komplit perlengkapan assesoris pusaka, harganya pun bervariasi dan tidak menguras dompet ...",1,0,0,1,0,0,0,0,0,0,0,0,0
Agak mahal tapi lumayan komplit.,1,0,0,0,1,0,0,0,0,0,0,0,0
Desa wisata dengan berbagai macam toko kerajinan terutama kerajinan dari gerabah.,1,0,0,0,0,0,0,0,0,0,0,0,0
Tempatnya mencari kerajinan gerabah,1,0,0,0,0,0,0,0,0,0,0,0,0
"kualitas produk bagus sekalii, pelayanan ramah",1,0,0,0,0,0,1,0,0,0,0,0,0
"Toko yang lengkap, suasana jogjanya sangat mendukung",0,0,0,0,0,0,1,0,0,0,0,0,0
"Jangan lupa mampir kesini, menikmati Chinatown nya Jogya,sangat menarik dengan bangunan & makanan nya yang khas",1,0,0,0,0,0,0,0,0,1,0,0,0
Lengkap n berkelas,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tks mas yudha, pesanan telah tiba sesuai dengan harapan.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Kerajinan disini bagus-bagus banget. Warnanya juga keren, bisa request model terus juga produknya kelihatan berkelas sekalii cantik",1,0,0,0,0,0,0,0,0,0,0,0,0
Interiornya bagus dan variatif barang yg dijual.,1,0,0,0,0,0,0,0,0,0,0,0,0
kerajinannya bagus bagus pelayanannya juga ramahh,1,0,0,0,0,0,1,0,0,0,0,0,0
"Kerajinan disini bagus banget rekomen. kerajinan beragam lengkap kualitas okee pokoknya juara ,",1,0,0,0,0,0,0,0,0,0,0,0,0
Kerajinan tembaga kuningan disini mantap,1,0,0,0,0,0,0,0,0,0,0,0,0
It's OK. Nothing special.,1,1,0,0,0,0,0,0,0,0,0,0,0
Aneka bahan lurik dan udeng,1,0,0,0,0,0,0,0,0,0,0,0,0
"Banyak toko yang menjual barang dekorasi rumah, sayang jalannya banyak yang berlubang",1,0,0,0,0,0,0,1,0,0,0,0,0
"Kasongan, Bantul, is a very well known center for mostly Terracotta products. However, you can also find natural woven baskets and wooden handicrafts along Jalan Kasongan. There's also a showroom that specializes in prefab wooden houses. ...",0,0,0,0,0,0,0,0,0,0,0,0,0
"tempatnya bagus vintage gtu nuansa kraton nya berasa, pelayanan nya juga bagus ramah”",0,0,0,0,0,0,1,0,0,0,0,0,0
Ini adalah toko yang menjual berbagai macam produk tradisional Jawa. Anda bisa membeli oleh-oleh spesial dari toko ini.,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pelayanannya ramah,barangnya juga bagus bagus pokoknya rekomen ...",1,0,0,0,0,0,1,0,0,0,0,0,0
rekomen bangettt mantapp pelayanan ramah beh,1,0,0,0,0,0,1,0,0,0,0,0,0
"Pelayanan menyenangkan, lebih lancar.",0,0,0,0,0,0,1,0,0,0,0,0,0
"Kalo mau cari batik dan sorjan berkualitas ya disini tempatnya, blangkon segala macam bahkan keris juga ada. Segala bntuk kerajinan tangan kulit juga ada, agak mahal tapi kualitas bagus.",1,0,0,0,1,0,0,0,0,0,0,0,0
Tempatnya keren sekali,0,0,0,0,0,0,0,0,0,0,0,0,1
Rekomendaai buat pecinta seni dan grabah,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sepanjang jalan bisa di cari pajangan atau handy craft yg kita mau, meskipun agak mahal tp seimbang lah. Apalg masa pandemi begini",1,0,0,0,1,0,0,0,0,0,0,0,0
sangat rekomendasi untuk yang mencari kerajinan dari tembaga kuningan. affordable sekali amanah dan berkualitas bagus.,1,0,0,1,0,0,1,0,0,0,0,0,0
Tempat yg edukatif,0,0,0,0,0,0,1,0,0,0,0,0,0
Sangat ramah pemiliknya dan informatif,0,0,0,0,0,0,1,0,0,0,0,0,0
Tempat penjualan oleh2 di jogjakarta yg bagus.. puas belanja disini.. kualitas bagus.. hrga jg bersahabat.. tempat rekomendasi yg bagus utk para wisatawan lokal dan mancanegara..,1,0,0,1,0,0,1,0,0,0,0,0,0
Gk begitu china town lah,0,0,0,0,0,0,0,0,1,0,0,0,0
batik gaya jogjanya lumayan lengkap,1,0,0,0,0,0,0,0,0,0,0,0,0
Asik tempatnya unik,1,0,0,0,0,0,0,0,0,0,0,0,0
Yang suka mempercantik rumah wajib mampir... Cakep semua barangnya bikin kalap blanja,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pusat penjualan benda-benda seni dan segala kebutuhannya di kota Yogyakarta, sudah ada sebelum Indonesia merdeka (1930an). Kebetulan saya membeli Tosan Aji (senjata tradisional Jawa) yaitu keris. Toko ini mempunyai banyak koleksi keris ...",1,0,0,0,0,0,0,0,0,0,0,0,0
kerajinan tembaga kuningan klasik mewah semua ada disini,1,0,0,0,0,0,0,0,0,0,0,0,0
Kawasan area berbagai souvernir lengkap,1,0,0,0,0,0,0,0,0,0,0,0,0
"Barang bagus, pelayanan ramah dari pertama datang disambut & diberikan beberapa referensi sesuai kebutuhan, feel free untuk survey atau hunting kalo dirasa cocok baru melakukan pembelian. Barang kerajinan cukup lengkap dari yang menempel di ...",1,0,0,0,0,0,1,0,0,0,0,0,0
Tempat sangat mudah ditemukan. Pelayanan selalu ramah. Kesan Jogja nya sangat kental. Harga terjangkau. Kualitas bagus. Ini kedua kalinya saya berbelanja di sini,1,0,0,1,0,0,1,0,0,0,0,0,0
"Ketandan adalah kawasan pecinan yang sangat berbeda dibandingkan kawasan pecinan lainnya di Indonesia, banyak tempat yang bisa dijdikan spot foto, dan merupakan kawasan perdangan emas",1,0,0,0,0,0,1,0,0,0,0,0,0
"Asesoris, pakaian khas jawa terlengkap dan harga bersahabat",1,0,0,1,0,0,0,0,0,0,0,0,0
"Tempat utk berburu aneka kerajinan dr gerabah dengan berbagai macam jenis, bentuk dan variasi. Harga jg standar bahkan klo pinter menawar bisa dpt hrg murah.",1,0,0,1,0,0,0,0,0,0,0,0,0
"Staf yang ramah, penawaran yang unik dan lengkap.",1,0,0,0,0,0,1,0,0,0,0,0,0
Yang mau cari batik aksesoris lain. Ny dari harga ratusan ribu hingga jutaan ada disi,1,0,0,1,0,0,0,0,0,0,0,0,0
"Kualitas nya jauh dan pelayanan sangat buruk, tidak seperti apa yg ada di google semenjak di pegang oleh anaknya Semoga cepat"" Di perbaiki",0,1,0,0,0,0,0,1,0,0,0,0,0
saya sangat merekomendasikan ini karena hasil rapih dan memuaskan serta pelayanan ramah sekali ...,1,0,0,0,0,0,1,0,0,0,0,0,0
"Tempat yg kental dengan nuansa Jawa, terdapat berbagai perlengkapan busana adat Jawa dan souvernir bernuansa khas Jawa, serta baju batik, ada banyak pilihan lulur sachet dengan berbagai macam aroma, lokasi sangat mudah dijangkau dengan mengikuti google map, untuk harga lebih mahal dibanding toko lain.",1,0,0,0,1,0,1,0,0,0,0,0,0
"Menyediakan berbagai perlengkapan tradisional jawa antara lain surjan, jarik, kebaya, lurik, keris, souvenir, ada juga baju batik. Pelayanan ramah, banyak pilihan barang, harga relatif terjangkau. Tempat nyaman sehingga lebih leluasa memilih.",1,0,0,1,0,0,1,0,0,0,0,0,0
Kerajinan tembaga ini benar-benar memikat. Kualitasnya sangat tinggi dengan pengerjaan yang sangat teliti dan warna yang sangat sesuai dengan harapan. Ini rekomen bgt..,1,0,0,0,0,0,0,0,0,1,0,0,0
"Koleksinya paling komplit, dan pelayanan memuaskan ...",1,0,0,0,0,0,1,0,0,0,0,0,0
"hasilnya sesuai dgn gambar, keren, admin nya komunikatif n harga standar lah..pokoke semua its ok lah.. ...",1,0,0,0,0,1,1,0,0,0,0,0,0
Tempat produksi kerajinan.kalo.mau beli murah langsung ketempat produksi.bisa ngirit ratusan ribu,1,0,0,1,0,0,0,0,0,0,0,0,0
Terdapat berbagai macam pernak pernik hiasan dan kerajinan tangan keramik. Murah meriah cocok buat mengisi perabotan rumah,1,0,0,1,0,0,0,0,0,0,0,0,0
"Aneka wayang (kulit,kayu) berbagai ukuran dan gamelan jg tersedia di sini.",1,0,0,0,0,0,0,0,0,0,0,0,0
Tempat mencari batik dan aneka pernak pernik tradisional,1,0,0,0,0,0,0,0,0,0,0,0,0
Banyak kerajinan handmade jadi harganya lebih mahal.,1,0,0,0,1,0,0,0,0,0,0,0,0
"Barangnya sesuai dengan pesanan, dan hasil lebih bagus dari expetasi",1,0,0,0,0,0,0,0,0,0,0,0,0
Wkwkw cuma gapura doank,0,0,0,0,0,0,0,1,0,0,0,0,0
Kualitas barang-barang bagus,1,0,0,0,0,0,0,0,0,0,0,0,0
"Butuh perlengkapan buat busana gagrak jogja, di sini tempatnya",1,0,0,0,0,0,0,0,0,0,0,0,0
Tempat mencari segala macam asesoris jawa yang lengkap dari harga murah hingga mahal. Kualitas memuaskan.,1,0,0,0,0,1,0,0,0,0,0,0,0
Toko Tjokrosuharto merupakan salah satu toko yg mampu menyajikan keunikan. Mampu bertahan sampai ke generasi ketiga. Original dan kepuasan pelanggan menjadi ciri khas toko ini.,1,0,0,0,0,0,1,0,0,0,0,0,0
Warga sekitar sangat ramah tamah.. objek wisata gerabah sangat meng edukasi..,0,0,0,0,0,0,1,0,0,0,0,0,0
Kualitas barang-barang bagus,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tempat parkirnya sempit,berada di pinggir jalan yang cukup sempit",0,0,0,0,0,0,0,1,0,0,0,0,0
Traditional gimmicks market,0,1,0,0,0,0,0,0,0,0,0,0,0
Lengkap se jogja. Mantap,1,0,0,0,0,0,1,0,0,0,0,0,0
"Dari dulu gerabah Yogya tuh terkenal. Tidak hanya wisatawan domestik yang datang kesini tapi juga wisatawan asing. Gerabah disini terkenal, bahkan untuk di ekspor. Kualitas barang oke. harganya sesuai dengan kualitas. Lokasi mudah diakses.",1,0,0,1,0,0,0,0,0,1,0,0,0
"Hatur nuhun mas yuda, lampu dinding saya sudah sampai. Barang Alhamdulillah bagus ...",1,0,0,0,0,0,0,0,0,0,0,0,0
Rekomendasi banget buat yang mau cari kubah masjid dari tembaga bahan bagus dan kwalitas nya gak di ragukan lagi,1,0,0,0,0,0,0,0,0,0,0,0,0
"Dengan banyaknya bangunan kuno, rasanya seperti kembali ke masa lalu.",0,0,0,0,0,0,1,0,0,0,0,0,0
Barangnya bagus bagus.. harga relatif.. pegawainya ramah ramah.. Kalau ke jogja harus banget berkunjung ke sini.. Kay Homedecor sukses...,1,0,0,0,0,1,1,0,0,0,0,0,0
"Sepanjang jalan berderet pengrajin dan penjual gerabah, mulai dari perabot rumah sampai hiasan kerajinan tangan",1,0,0,0,0,0,0,0,0,0,0,0,0
"Semua tokoh wayang ada, kwalitas wayangnya juga bagus. Ga cuma wayang yang dijual disini, ada kerajinan yang lain. Pelayan nya juga sangat ramah",1,0,0,0,0,0,1,0,0,0,0,0,0
Harga lumayan tinggi,0,0,0,0,1,0,0,0,0,0,0,0,0
"Udah keliling nyari hiasan rumah tapi gak ad yg cocok. Coba ke sini, bagus banget sampe bingung pilih, kualitas tembaga dan kuningannya bagus.",1,0,0,0,0,0,0,0,0,0,0,0,0
Cari souvenir gerabah.. Cari celengan.. Cari pot bunga.. Ada disini...,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pelayanan sangat baik, kapasitas mumpuni. pilihan lampu joglo lengkap",1,0,0,0,0,0,1,0,0,0,0,0,0
Bagus2 banget barangnya.. super lucu2 dan gemes itemnya.. Terima kasih admin KAY,1,0,0,0,0,0,0,0,0,0,0,0,0
Banyak pilihan tempat belanja. Pilihan produknya juga lumayan banyak,1,0,0,0,0,0,0,0,0,0,0,0,0
Gerabahnya bagus2 .. motif dan hiasannya berbagai macam dan tdk monoton..dan ada juga fasilitas utk praktek pembuatan gerabah utk pengunjung yg ingin belajar membuat gerabah..bagus sekali utk edukatif tentang gerabah,1,0,0,0,0,0,0,0,0,1,0,0,0
"Insyaallah berkah amanah Dah jadi vendor tetap selama 2 th saling berbagi dan saling mengisi sehingga bisnis berjalan dan dan berkembang , smoga semakin sukses , semakin responsive , ...",1,0,0,0,0,0,1,0,0,0,0,0,0
Lampu dinding tembaga terbaik,1,0,0,0,0,0,0,0,0,0,0,0,0
"central kerajinan logam tembaga, kuningan yang terpercaya",1,0,0,0,0,0,1,0,0,0,0,0,0
Bagi yang mau refresing,0,0,0,0,0,0,1,0,0,0,0,0,0
Karena Ini Rumah Saya,0,0,0,0,0,0,0,0,0,0,0,0,1
Tempat yang bagus untuk mendapatkan Batik dan barang tradisional lainnya,1,0,0,0,0,0,1,0,0,0,0,0,0
"gutples gaesss... batik, lurik, beskap, sorjan n kraf lainnya",1,0,0,0,0,0,0,0,0,0,0,0,0
"Surga belanjanya ibu ibu nih... Murah murah , banyak sekali pilihan gerabah untuk mempercantik rumah",1,0,0,1,0,0,0,0,0,0,0,0,0
"Desa yang menjadi pusat produksi kerajinan gerabah, teracota, dan berbagai pernak pernik hiasan berbahan dasar natural. Tidak jauh dari kota Yogyakarta, desa Kasongan ini menjadi tujuan wisatawan ...",1,0,0,0,0,0,0,0,0,0,0,0,0
Ramai pengunjung dj hari libur,0,0,0,0,0,0,1,0,0,0,0,0,0
The best Cina Town,0,0,0,0,0,0,0,0,0,0,0,0,1
"Jika ada butuh pernak pernik apapun dari bros sampai keris, bahkan patung. Silakan berkunjung kesini Lengkap",1,0,0,0,0,0,0,0,0,0,0,0,0
Rekomendasi batik dan souvenir khas tradisional,0,0,0,0,0,0,0,0,0,1,0,0,0
Penjual responsif Kualitas barang sangat bagus Harga sesuai kualitas,1,0,0,1,0,0,1,0,0,0,0,0,0
Tempat belanja pakaian adat & souvenir,1,0,0,0,0,0,1,0,0,0,0,0,0
Kalo mau beli gerabah disinilah tempatnya.. Dari yg suvenir sampai patung untuk hiasan taman semuanya ada,1,0,0,0,0,0,1,0,0,0,0,0,0
"Tempat yang tenang, aman, menyenangkan dan penuh berkah.",0,0,0,0,0,0,1,0,0,0,0,0,0
"Unik bgt dengan nuansa chines nyaa keren buat foto hunting foto prewed dan lain lain, saran aja kalau mau kesini pagi pagi aja jangan kesiangan karena jalan ramai bgt deket pasar dan jalan malioboro. ...",1,0,0,0,0,0,0,1,0,0,0,0,0
Sering lewat akses menuju rumah,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kerajinan tembaga disini bener2 memuaskan, udah gitu harganya ramah di kantong, recommended banget deh pokoknya",1,0,0,1,0,0,0,0,0,0,0,0,0
"Petugas ramah,, sangat lengkap produk yg dijual",1,0,0,0,0,0,1,0,0,0,0,0,0
Sekarang jalannya jadi sempit karena banyak pedagang asongan di pinggir2 nya. Terus kalau hujan jalannya becek,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tempat untuk membeli kerajinan dari rotan dan gerabah yang dikemas secara unik, etnik, dan kreatif. Mau cari tas, pot, tempat payung, hiasan lampion, tempat duduk, nampan, tempat laundry, cermin, cawan, dll tersedia. Harganya net ; tidak bisa ditawar. Seandainya lebih aneka warna mungkin akan lebih menarik.",1,1,0,0,1,0,0,0,0,0,0,0,0
"Toko yang menjual pakaian dan barang-barang khas tradisional Jawa, khususnya Yogyakarta",1,0,0,0,0,0,0,0,0,0,0,0,0
"Sangat tidak profesional. Pesan bulan maret langsung dilunasin, baru jadi bulan oktober. 7 bulan tidak ada kepastian, dikontak susah. Ditelp gak di jawab, di wa gak dibalas mgkin gak dibaca juga. Sangat mengecewakan. Sesampainya barang kardus rusak semua.",0,1,0,0,0,0,0,1,0,0,0,0,0
"Menjual batik2 & souvenir2 khas Jogja, serta barang2 antik. Sebenarnya sih koleksinya cukup lengkap, cuma agak sepi pengunjung.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Dari dulu kalau butuh hiasan rumah selalu beli ke sini selain kualitas bagus, bentuknya juga keren - keren.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Dengan banyaknya bangunan kuno, rasanya seperti kembali ke masa lalu.",0,0,0,0,0,0,0,0,0,0,0,0,1
Food kuliner ketandan,0,0,0,0,0,0,1,0,0,0,0,0,0
Dekorasi rumah hand made disini tempatnyaaaaaa bagus dan keren2 dijamin tidak mengecewakan,1,0,0,0,0,0,1,0,0,0,0,0,0
